"USFWBand"	"JayID"	"NatalNest"	"TerrYr"	"Terr"	"Year"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"SexIND"	"FBreeder"	"FUSFWBand"	"MBreeder"	"MUSFWBand"	"famid"
"396"	"1423-42611"	"BS-A"	"NNWS821"	"NNWS82"	"NNWS"	"1982"	1982-04-17	4508	4672	43.8	1982-04-28	4	3	164	0.45	1	11	0	0	3	"W-LZ"	"1383-27283"	"R-GZ"	"1383-27288"	18
"397"	"1423-42612"	"PS-A"	"NNWS821"	"NNWS82"	"NNWS"	"1982"	1982-04-17	4508	5404	36.1	1982-04-28	4	3	896	2.45	0	11	0	0	1	"W-LZ"	"1383-27283"	"R-GZ"	"1383-27288"	18
"398"	"1423-42613"	"OS-n"	"NNWS821"	"NNWS82"	"NNWS"	"1982"	1982-04-17	4508	4514	39.2	1982-04-28	4	3	6	0.02	1	11	0	0	3	"W-LZ"	"1383-27283"	"R-GZ"	"1383-27288"	18
"399"	"1423-42615"	"FS-F"	"NRID821"	"NRID82"	"NRID"	"1982"	1982-04-17	4504	4877	52.6	1982-04-28	2	2	373	1.02	0	11	1	4	1	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"400"	"1423-42616"	"AS-n"	"NRID821"	"NRID82"	"NRID"	"1982"	1982-04-17	4504	4514	44.4	1982-04-28	2	2	10	0.03	1	11	1	4	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"401"	"1423-42617"	"WS-F"	"SCOP821"	"SCOP82"	"SCOP"	"1982"	1982-04-17	4506	6983	54.2	1982-04-28	3	3	2477	6.78	0	11	1	1	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"402"	"1423-42618"	"RS-F"	"SCOP821"	"SCOP82"	"SCOP"	"1982"	1982-04-17	4506	7287	52.8	1982-04-28	3	3	2781	7.61	0	11	1	1	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"403"	"1423-42619"	"GS-F"	"SCOP821"	"SCOP82"	"SCOP"	"1982"	1982-04-17	4506	5916	50.2	1982-04-28	3	3	1410	3.86	0	11	1	1	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"404"	"1423-42624"	"FS-n"	"SORA821"	"SORA82"	"SORA"	"1982"	1982-04-17	4504	4514	51.8	1982-04-28	3	1	10	0.03	1	11	1	2	3	"G-PZ"	"1423-42684"	"SGY-"	"793-09868"	1
"405"	"1423-42631"	"LS-O"	"ANNI821"	"ANNI82"	"ANNI"	"1982"	1982-04-19	4509	4757	52.2	1982-04-30	3	3	248	0.68	1	11	1	2	3	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"406"	"1423-42632"	"FS-O"	"ANNI821"	"ANNI82"	"ANNI"	"1982"	1982-04-19	4509	4918	48.1	1982-04-30	3	3	409	1.12	0	11	1	2	2	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"407"	"1423-42633"	"YS-O"	"ANNI821"	"ANNI82"	"ANNI"	"1982"	1982-04-19	4509	5916	50.9	1982-04-30	3	3	1407	3.85	0	11	1	2	2	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"408"	"1423-42634"	"GS-n"	"XRDS821"	"XRDS82"	"XRDS"	"1982"	1982-04-19	4510	4513	41.2	1982-04-30	2	2	3	0.01	1	11	0	0	3	"SBR-"	"793-09838"	"-SLB"	"1323-63767"	13
"409"	"1423-42635"	"YS-A"	"XRDS821"	"XRDS82"	"XRDS"	"1982"	1982-04-19	4510	6739	45.8	1982-04-30	2	2	2229	6.1	0	11	0	0	2	"SBR-"	"793-09838"	"-SLB"	"1323-63767"	13
"410"	"1423-42637"	"LS-L"	"SSAN822"	"SSAN82"	"SSAN"	"1982"	1982-04-26	4517	6739	50	1982-05-07	4	4	2222	6.08	0	11	1	1	1	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"411"	"1423-42638"	"FS-n"	"SSAN822"	"SSAN82"	"SSAN"	"1982"	1982-04-26	4517	4544	55.5	1982-05-07	4	4	27	0.07	1	11	1	1	3	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"412"	"1423-42639"	"AS-L"	"SSAN822"	"SSAN82"	"SSAN"	"1982"	1982-04-26	4517	4969	46.3	1982-05-07	4	4	452	1.24	0	11	1	1	2	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"413"	"1423-42646"	"BS-L"	"ARCT821"	"ARCT82"	"ARCT"	"1982"	1982-05-03	4522	4574	43.7	1982-05-14	2	2	52	0.14	1	11	1	3	3	"-GPS"	"1383-27173"	"W-WZ"	"1383-27206"	1
"414"	"1423-42647"	"PS-L"	"ARCT821"	"ARCT82"	"ARCT"	"1982"	1982-05-03	4522	4574	45.9	1982-05-14	2	2	52	0.14	1	11	1	3	3	"-GPS"	"1383-27173"	"W-WZ"	"1383-27206"	1
"415"	"1423-42648"	"BS-n"	"NBEN824"	"NBEN82"	"NBEN"	"1982"	1982-05-10	4530	4816	52.5	1982-05-21	3	3	286	0.78	1	11	1	4	3	"O-SY"	"1323-63732"	"SPG-"	"793-09860"	1
"416"	"1423-42649"	"PS-O"	"NBEN824"	"NBEN82"	"NBEN"	"1982"	1982-05-10	4530	4757	51	1982-05-21	3	3	227	0.62	1	11	1	4	3	"O-SY"	"1323-63732"	"SPG-"	"793-09860"	1
"417"	"1423-42650"	"OS-O"	"NBEN824"	"NBEN82"	"NBEN"	"1982"	1982-05-10	4530	4635	52	1982-05-21	3	3	105	0.29	1	11	1	4	2	"O-SY"	"1323-63732"	"SPG-"	"793-09860"	1
"418"	"1423-42651"	"RS-L"	"FIRE822"	"FIRE82"	"FIRE"	"1982"	1982-05-19	4539	4969	53.5	1982-05-30	2	2	430	1.18	0	11	0	0	2	"-SYR"	"1323-63763"	"-YAS"	"1383-27177"	1
"419"	"1423-42652"	"GS-n"	"FIRE822"	"FIRE82"	"FIRE"	"1982"	1982-05-19	4539	4544	57	1982-05-30	2	2	5	0.01	1	11	0	0	3	"-SYR"	"1323-63763"	"-YAS"	"1383-27177"	1
"420"	"1423-42654"	"OS-L"	"FARS822"	"FARS82"	"FARS"	"1982"	1982-05-28	4546	4877	49	1982-06-08	2	2	331	0.91	1	11	1	1	1	"A-SB"	"1383-27190"	"SB-W"	"1163-94272"	3
"421"	"1423-42658"	"GS-L"	"SORA822"	"SORA82"	"SORA"	"1982"	1982-06-07	4558	4672	42	1982-06-18	2	2	114	0.31	1	11	1	2	3	"G-PZ"	"1423-42684"	"SGY-"	"793-09868"	1
"422"	"1423-42674"	"S-Wn"	"EBAY831"	"EBAY83"	"EBAY"	"1983"	1983-04-03	4858	4877	33.3	1983-04-14	1	1	19	0.05	1	11	1	1	3	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"423"	"1423-42675"	"S-RO"	"YTRE831"	"YTRE83"	"YTRE"	"1983"	1983-04-04	4859	5275	39.1	1983-04-17	4	2	416	1.14	0	13	0	0	3	"W-GZ"	"1383-27277"	"W-YZ"	"1383-27278"	19
"424"	"1423-42676"	"S-Gn"	"YTRE831"	"YTRE83"	"YTRE"	"1983"	1983-04-04	4859	4867	34.5	1983-04-17	4	2	8	0.02	1	13	0	0	3	"W-GZ"	"1383-27277"	"W-YZ"	"1383-27278"	19
"425"	"1423-42677"	"S-YB"	"SORA831"	"SORA83"	"SORA"	"1983"	1983-04-14	4868	5275	52.6	1983-04-25	3	3	407	1.11	0	11	1	1	2	"G-PZ"	"1423-42684"	"SGY-"	"793-09868"	1
"426"	"1423-42678"	"S-Bn"	"SORA831"	"SORA83"	"SORA"	"1983"	1983-04-14	4868	4870	56.2	1983-04-25	3	3	2	0.01	1	11	1	1	3	"G-PZ"	"1423-42684"	"SGY-"	"793-09868"	1
"427"	"1423-42679"	"S-PB"	"SORA831"	"SORA83"	"SORA"	"1983"	1983-04-14	4868	4948	56.5	1983-04-25	3	3	80	0.22	1	11	1	1	2	"G-PZ"	"1423-42684"	"SGY-"	"793-09868"	1
"428"	"1423-42680"	"S-OB"	"LINS831"	"LINS83"	"LINS"	"1983"	1983-04-14	4869	7351	44.9	1983-04-25	4	4	2482	6.8	0	11	1	1	1	"-SAB"	"1323-63772"	"-SYW"	"793-09885"	1
"429"	"1423-42681"	"S-LB"	"LINS831"	"LINS83"	"LINS"	"1983"	1983-04-14	4869	5578	47.8	1983-04-25	4	4	709	1.94	0	11	1	1	1	"-SAB"	"1323-63772"	"-SYW"	"793-09885"	1
"430"	"1423-42682"	"S-FB"	"LINS831"	"LINS83"	"LINS"	"1983"	1983-04-14	4869	6401	36.4	1983-04-25	4	4	1532	4.19	0	11	1	1	1	"-SAB"	"1323-63772"	"-SYW"	"793-09885"	1
"431"	"1423-42683"	"S-AN"	"LINS831"	"LINS83"	"LINS"	"1983"	1983-04-14	4869	4870	42.3	1983-04-25	4	4	1	0	1	11	1	1	3	"-SAB"	"1323-63772"	"-SYW"	"793-09885"	1
"432"	"1423-42688"	"S-RP"	"XRDS831"	"XRDS83"	"XRDS"	"1983"	1983-04-15	4872	5027	40.1	1983-04-26	2	2	155	0.42	1	11	1	3	3	"SBR-"	"793-09838"	"-SLB"	"1323-63767"	13
"433"	"1423-42689"	"S-GB"	"ROSE831"	"ROSE83"	"ROSE"	"1983"	1983-04-15	4870	5491	38.6	1983-04-26	4	3	621	1.7	0	11	0	0	1	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"434"	"1423-42690"	"S-Yn"	"ROSE831"	"ROSE83"	"ROSE"	"1983"	1983-04-15	4870	4877	42	1983-04-26	4	3	7	0.02	1	11	0	0	3	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"435"	"1423-42691"	"S-BB"	"ROSE831"	"ROSE83"	"ROSE"	"1983"	1983-04-15	4870	7315	39.4	1983-04-26	4	3	2445	6.69	0	11	0	0	2	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"436"	"1423-42696"	"S-Wn"	"BEND831"	"BEND83"	"BEND"	"1983"	1983-04-16	4872	4877	52.8	1983-04-27	3	2	5	0.01	1	11	1	3	3	"SWW-"	"793-09806"	"-RSW"	"793-09727"	1
"437"	"1423-42697"	"S-RB"	"BEND831"	"BEND83"	"BEND"	"1983"	1983-04-16	4872	7594	43	1983-04-27	3	2	2722	7.45	0	11	1	3	2	"SWW-"	"793-09806"	"-RSW"	"793-09727"	1
"438"	"1423-42698"	"S-Gn"	"ANYR831"	"ANYR83"	"ANYR"	"1983"	1983-04-17	4875	4877	42.1	1983-04-28	4	4	2	0.01	1	11	1	4	3	"W-PZ"	"1383-27280"	"SYR-"	"793-09858"	20
"439"	"1423-42700"	"S-Bn"	"ANYR831"	"ANYR83"	"ANYR"	"1983"	1983-04-17	4875	4918	42.3	1983-04-28	4	4	43	0.12	1	11	1	4	3	"W-PZ"	"1383-27280"	"SYR-"	"793-09858"	20
"440"	"1423-42701"	"S-Pn"	"ANYR831"	"ANYR83"	"ANYR"	"1983"	1983-04-17	4875	4877	38.6	1983-04-28	4	4	2	0.01	1	11	1	4	3	"W-PZ"	"1383-27280"	"SYR-"	"793-09858"	20
"441"	"1423-42702"	"S-WP"	"POLA831"	"POLA83"	"POLA"	"1983"	1983-04-18	4873	5188	42.3	1983-04-29	3	3	315	0.86	1	11	1	4	3	"P-SY"	"793-09880"	"-GSW"	"793-09760"	1
"442"	"1423-42704"	"S-GP"	"POLA831"	"POLA83"	"POLA"	"1983"	1983-04-18	4873	5122	38	1983-04-29	3	3	249	0.68	1	11	1	4	3	"P-SY"	"793-09880"	"-GSW"	"793-09760"	1
"443"	"1423-42705"	"S-On"	"SCOP831"	"SCOP83"	"SCOP"	"1983"	1983-04-18	4873	4877	53.2	1983-04-29	4	4	4	0.01	1	11	1	4	3	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"444"	"1423-42706"	"S-LL"	"SCOP831"	"SCOP83"	"SCOP"	"1983"	1983-04-18	4873	6524	46.8	1983-04-29	4	4	1651	4.52	0	11	1	4	1	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"445"	"1423-42707"	"S-FL"	"SCOP831"	"SCOP83"	"SCOP"	"1983"	1983-04-18	4873	5674	45.7	1983-04-29	4	4	801	2.19	0	11	1	4	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"446"	"1423-42709"	"S-YP"	"SSAN831"	"SSAN83"	"SSAN"	"1983"	1983-04-18	4874	5275	51.2	1983-04-29	3	3	401	1.1	0	11	1	3	2	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"447"	"1423-42710"	"S-Bn"	"SSAN831"	"SSAN83"	"SSAN"	"1983"	1983-04-18	4874	4918	43.3	1983-04-29	3	3	44	0.12	1	11	1	3	3	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"448"	"1423-42711"	"S-Pn"	"SSAN831"	"SSAN83"	"SSAN"	"1983"	1983-04-18	4874	4877	39.7	1983-04-29	3	3	3	0.01	1	11	1	3	3	"FO-S"	"1383-27151"	"SBW-"	"793-09810"	1
"449"	"1423-42712"	"S-OP"	"PLAZ831"	"PLAZ83"	"PLAZ"	"1983"	1983-04-21	4877	5554	51	1983-05-02	4	4	677	1.85	0	11	1	4	2	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"450"	"1423-42713"	"S-LP"	"PLAZ831"	"PLAZ83"	"PLAZ"	"1983"	1983-04-21	4877	9260	44.2	1983-05-02	4	4	4383	12	0	11	1	4	2	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"451"	"1423-42714"	"S-FP"	"PLAZ831"	"PLAZ83"	"PLAZ"	"1983"	1983-04-21	4877	9630	42.1	1983-05-02	4	4	4753	13.01	0	11	1	4	1	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"452"	"1423-42715"	"S-AP"	"PLAZ831"	"PLAZ83"	"PLAZ"	"1983"	1983-04-21	4877	5791	34.4	1983-05-02	4	4	914	2.5	0	11	1	4	1	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"453"	"1423-42745"	"S-WL"	"CTRW831"	"CTRW83"	"CTRW"	"1983"	1983-04-29	4883	6130	51.6	1983-05-10	3	3	1247	3.41	0	11	0	0	2	"R-OZ"	"1423-42645"	"R-PZ"	"1423-42644"	1
"454"	"1423-42746"	"S-RL"	"CTRW831"	"CTRW83"	"CTRW"	"1983"	1983-04-29	4883	4948	52	1983-05-10	3	3	65	0.18	1	11	0	0	3	"R-OZ"	"1423-42645"	"R-PZ"	"1423-42644"	1
"455"	"1423-42747"	"S-GL"	"CTRW831"	"CTRW83"	"CTRW"	"1983"	1983-04-29	4883	4898	49.7	1983-05-10	3	3	15	0.04	1	11	0	0	3	"R-OZ"	"1423-42645"	"R-PZ"	"1423-42644"	1
"456"	"1423-42748"	"S-Pn"	"SIXS831"	"SIXS83"	"SIXS"	"1983"	1983-04-29	4885	4898	43.2	1983-05-10	3	3	13	0.04	1	11	1	1	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"457"	"1423-42749"	"S-On"	"SIXS831"	"SIXS83"	"SIXS"	"1983"	1983-04-29	4885	4898	39	1983-05-10	3	3	13	0.04	1	11	1	1	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"458"	"1423-42750"	"S-Ln"	"SIXS831"	"SIXS83"	"SIXS"	"1983"	1983-04-29	4885	4898	35	1983-05-10	3	3	13	0.04	1	11	1	1	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"459"	"1423-42754"	"S-Gn"	"NRID832"	"NRID83"	"NRID"	"1983"	1983-05-13	4897	4918	54	1983-05-24	4	4	21	0.06	1	11	1	1	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"460"	"1423-42755"	"S-Yn"	"NRID832"	"NRID83"	"NRID"	"1983"	1983-05-13	4897	4918	49.8	1983-05-24	4	4	21	0.06	1	11	1	1	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"461"	"1423-42756"	"S-Bn"	"NRID832"	"NRID83"	"NRID"	"1983"	1983-05-13	4897	4918	49.9	1983-05-24	4	4	21	0.06	1	11	1	1	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"462"	"1423-42757"	"S-Pn"	"NRID832"	"NRID83"	"NRID"	"1983"	1983-05-13	4897	4918	39	1983-05-24	4	4	21	0.06	1	11	1	1	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"463"	"1423-42758"	"S-On"	"CABS832"	"CABS83"	"CABS"	"1983"	1983-05-14	4898	4918	46.7	1983-05-25	4	3	20	0.05	1	11	0	0	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"464"	"1423-42759"	"S-Ln"	"CABS832"	"CABS83"	"CABS"	"1983"	1983-05-14	4898	4918	48.1	1983-05-25	4	3	20	0.05	1	11	0	0	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"465"	"1423-42760"	"S-Fn"	"CABS832"	"CABS83"	"CABS"	"1983"	1983-05-14	4898	4918	45	1983-05-25	4	3	20	0.05	1	11	0	0	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"466"	"1423-42761"	"S-An"	"CABS832"	"CABS83"	"CABS"	"1983"	1983-05-14	4898	4910	31.6	1983-05-25	4	3	12	0.03	1	11	0	0	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"467"	"1423-42762"	"S-WA"	"MILW831"	"MILW83"	"MILW"	"1983"	1983-05-17	4902	5122	45	1983-05-28	3	3	220	0.6	1	11	0	0	3	"G-FZ"	"1423-42774"	"P-SA"	"793-09803"	21
"468"	"1423-42763"	"S-Rn"	"MILW831"	"MILW83"	"MILW"	"1983"	1983-05-17	4902	4918	44.7	1983-05-28	3	3	16	0.04	1	11	0	0	3	"G-FZ"	"1423-42774"	"P-SA"	"793-09803"	21
"469"	"1423-42764"	"S-Gn"	"MILW831"	"MILW83"	"MILW"	"1983"	1983-05-17	4902	4918	30.3	1983-05-28	3	3	16	0.04	1	11	0	0	3	"G-FZ"	"1423-42774"	"P-SA"	"793-09803"	21
"470"	"1423-42772"	"S-PO"	"SAND832"	"SAND83"	"SAND"	"1983"	1983-06-04	4917	7223	60	1983-06-15	2	2	2306	6.31	0	11	1	2	2	"BGS-"	"1383-27085"	"-SAY"	"1323-63736"	1
"471"	"1423-42773"	"S-OO"	"SAND832"	"SAND83"	"SAND"	"1983"	1983-06-04	4917	6493	49.5	1983-06-15	2	2	1576	4.31	0	11	1	2	1	"BGS-"	"1383-27085"	"-SAY"	"1323-63736"	1
"472"	"1423-42787"	"SF-n"	"CABS841"	"CABS84"	"CABS"	"1984"	1984-04-07	5227	5241	46	1984-04-18	3	2	14	0.04	1	11	1	1	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"473"	"1423-42788"	"SA-n"	"CABS841"	"CABS84"	"CABS"	"1984"	1984-04-07	5227	5275	42	1984-04-18	3	2	48	0.13	1	11	1	1	3	"-ASY"	"1433-93022"	"OFS="	"1383-27238"	1
"474"	"1423-42794"	"SP-O"	"EBAY842"	"EBAY84"	"EBAY"	"1984"	1984-04-07	5231	5275	35	1984-04-18	4	4	44	0.12	1	11	0	0	3	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"475"	"1423-42795"	"SO-O"	"EBAY842"	"EBAY84"	"EBAY"	"1984"	1984-04-07	5231	5369	38	1984-04-18	4	4	138	0.38	1	11	0	0	2	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"476"	"1423-42796"	"SL-n"	"EBAY842"	"EBAY84"	"EBAY"	"1984"	1984-04-07	5231	5241	28	1984-04-18	4	4	10	0.03	1	11	0	0	3	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"477"	"1423-42805"	"SL-B"	"BEND841"	"BEND84"	"BEND"	"1984"	1984-04-08	5228	5519	45.3	1984-04-19	3	3	291	0.8	1	11	1	1	2	"SWW-"	"793-09806"	"-RSW"	"793-09727"	1
"478"	"1423-42806"	"SF-B"	"BEND841"	"BEND84"	"BEND"	"1984"	1984-04-08	5228	5404	50.5	1984-04-19	3	3	176	0.48	1	11	1	1	3	"SWW-"	"793-09806"	"-RSW"	"793-09727"	1
"479"	"1423-42807"	"SA-B"	"BEND841"	"BEND84"	"BEND"	"1984"	1984-04-08	5228	5578	43.3	1984-04-19	3	3	350	0.96	1	11	1	1	2	"SWW-"	"793-09806"	"-RSW"	"793-09727"	1
"480"	"1423-42808"	"SO-n"	"NBEN841"	"NBEN84"	"NBEN"	"1984"	1984-04-11	5231	5241	46.3	1984-04-22	4	4	10	0.03	1	11	0	0	3	"O-SY"	"1323-63732"	"SPG-"	"793-09860"	1
"481"	"1423-42812"	"SP-G"	"SIXS841"	"SIXS84"	"SIXS"	"1984"	1984-04-12	5236	5491	34.5	1984-04-23	4	4	255	0.7	1	11	0	0	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"482"	"1423-42813"	"SO-G"	"SIXS841"	"SIXS84"	"SIXS"	"1984"	1984-04-12	5236	5491	44.2	1984-04-23	4	4	255	0.7	1	11	0	0	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"483"	"1423-42814"	"SL-n"	"SIXS841"	"SIXS84"	"SIXS"	"1984"	1984-04-12	5236	5275	29.4	1984-04-23	4	4	39	0.11	1	11	0	0	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"484"	"1423-42815"	"SF-n"	"SIXS841"	"SIXS84"	"SIXS"	"1984"	1984-04-12	5236	5241	35.8	1984-04-23	4	4	5	0.01	1	11	0	0	3	"R-AZ"	"1423-42665"	"L-SF"	"1383-27125"	6
"485"	"1423-42816"	"SW-n"	"ANNI841"	"ANNI84"	"ANNI"	"1984"	1984-04-12	5233	5275	46.5	1984-04-23	4	3	42	0.11	1	11	1	1	3	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"486"	"1423-42817"	"SR-n"	"ANNI841"	"ANNI84"	"ANNI"	"1984"	1984-04-12	5233	5241	43	1984-04-23	4	3	8	0.02	1	11	1	1	3	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"487"	"1423-42818"	"SG-n"	"ANNI841"	"ANNI84"	"ANNI"	"1984"	1984-04-12	5233	5241	48.3	1984-04-23	4	3	8	0.02	1	11	1	1	3	"WS-B"	"1013-32380"	"FSP-"	"1163-94383"	1
"488"	"1423-42821"	"SL-Y"	"SCOP841"	"SCOP84"	"SCOP"	"1984"	1984-04-13	5234	7531	45.2	1984-04-24	4	3	2297	6.29	0	11	1	3	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"489"	"1423-42822"	"SF-n"	"SCOP841"	"SCOP84"	"SCOP"	"1984"	1984-04-13	5234	5241	42.5	1984-04-24	4	3	7	0.02	1	11	1	3	3	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"490"	"1423-42823"	"SA-Y"	"SCOP841"	"SCOP84"	"SCOP"	"1984"	1984-04-13	5234	5612	44.8	1984-04-24	4	3	378	1.03	0	11	1	3	2	"SGG-"	"793-09828"	"Y-PZ"	"1423-42820"	1
"491"	"1423-42826"	"SW-F"	"ROSE842"	"ROSE84"	"ROSE"	"1984"	1984-04-16	5237	5369	52.3	1984-04-27	3	3	132	0.36	1	11	1	2	3	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"492"	"1423-42827"	"SR-n"	"ROSE842"	"ROSE84"	"ROSE"	"1984"	1984-04-16	5237	5240	55	1984-04-27	3	3	3	0.01	1	11	1	2	3	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"493"	"1423-42828"	"SG-F"	"ROSE842"	"ROSE84"	"ROSE"	"1984"	1984-04-16	5237	5369	43	1984-04-27	3	3	132	0.36	1	11	1	2	2	"YG-S"	"1383-27154"	"-BPS"	"1383-27178"	10
"494"	"1423-42829"	"SY-F"	"PLAZ841"	"PLAZ84"	"PLAZ"	"1984"	1984-04-16	5238	6438	53.5	1984-04-27	3	3	1200	3.29	0	11	1	4	1	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"495"	"1423-42830"	"SB-F"	"PLAZ841"	"PLAZ84"	"PLAZ"	"1984"	1984-04-16	5238	5612	51.7	1984-04-27	3	3	374	1.02	0	11	1	4	2	"P-SL"	"793-09705"	"SYG-"	"793-09818"	1
"496"	"1423-42832"	"SO-Y"	"DBLE841"	"DBLE84"	"DBLE"	"1984"	1984-04-16	5237	5435	59.3	1984-04-27	3	3	198	0.54	1	11	0	0	3	"G-OZ"	"1423-42685"	"LWS-"	"1013-32259"	16
"497"	"1423-42833"	"SL-n"	"DBLE841"	"DBLE84"	"DBLE"	"1984"	1984-04-16	5237	5241	50.9	1984-04-27	3	3	4	0.01	1	11	0	0	3	"G-OZ"	"1423-42685"	"LWS-"	"1013-32259"	16
"498"	"1423-42834"	"SF-Y"	"DBLE841"	"DBLE84"	"DBLE"	"1984"	1984-04-16	5237	5275	41.7	1984-04-27	3	3	38	0.1	1	11	0	0	3	"G-OZ"	"1423-42685"	"LWS-"	"1013-32259"	16
"499"	"1423-42835"	"SW-L"	"NRID842"	"NRID84"	"NRID"	"1984"	1984-04-16	5238	5275	48	1984-04-27	4	3	37	0.1	1	11	0	0	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"500"	"1423-42836"	"SR-L"	"NRID842"	"NRID84"	"NRID"	"1984"	1984-04-16	5238	5332	53	1984-04-27	4	3	94	0.26	1	11	0	0	3	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"501"	"1423-42837"	"SG-L"	"NRID842"	"NRID84"	"NRID"	"1984"	1984-04-16	5238	5699	48.2	1984-04-27	4	3	461	1.26	0	11	0	0	2	"B-SY"	"1433-87411"	"ASB-"	"1163-94328"	16
"502"	"1423-42842"	"SY-n"	"NWES841"	"NWES84"	"NWES"	"1984"	1984-04-19	5241	5264	42.8	1984-04-30	3	3	23	0.06	1	11	1	2	3	"-OAS"	"1433-93032"	"R-GZ"	"1383-27288"	18
"503"	"1423-42843"	"SB-n"	"NWES841"	"NWES84"	"NWES"	"1984"	1984-04-19	5241	5264	38	1984-04-30	3	3	23	0.06	1	11	1	2	3	"-OAS"	"1433-93032"	"R-GZ"	"1383-27288"	18
"504"	"1423-42844"	"SP-n"	"NWES841"	"NWES84"	"NWES"	"1984"	1984-04-19	5241	5264	37.5	1984-04-30	3	3	23	0.06	1	11	1	2	3	"-OAS"	"1433-93032"	"R-GZ"	"1383-27288"	18
"505"	"1423-42845"	"SO-L"	"FIRE841"	"FIRE84"	"FIRE"	"1984"	1984-04-19	5240	6105	55.3	1984-04-30	3	3	865	2.37	0	11	0	0	1	"WLS-"	"1383-27224"	"-YAS"	"1383-27177"	1
"506"	"1423-42847"	"SF-n"	"FIRE841"	"FIRE84"	"FIRE"	"1984"	1984-04-19	5240	5241	42.2	1984-04-30	3	3	1	0	1	11	0	0	3	"WLS-"	"1383-27224"	"-YAS"	"1383-27177"	1
"507"	"1423-42848"	"SP-A"	"LINS841"	"LINS84"	"LINS"	"1984"	1984-04-21	5241	5275	48.1	1984-05-02	2	2	34	0.09	1	11	1	3	3	"YBS-"	"1383-27267"	"-SYW"	"793-09885"	1
"508"	"1423-42849"	"SO-A"	"LINS841"	"LINS84"	"LINS"	"1984"	1984-04-21	5241	6739	49	1984-05-02	2	2	1498	4.1	0	11	1	3	1	"YBS-"	"1383-27267"	"-SYW"	"793-09885"	1
